"survey_series_id","survey_id","species_code","survey_desc","trip_id","year","fishing_event_id","fe_major_level_id","latitude","longitude","grouping_code","major_stat_area_code","minor_stat_area_code","depth_m","duration_min","doorspread_m","speed_mpm","tow_length_m","catch_weight","density_kgpm2","catch_count","density_pcpm2","skate_count","hook_count","density_ppkm2","survey_series_desc","survey_abbrev","species_common_name","species_science_name","species_desc"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043311,64,53.482833,-130.8785,134,NA,NA,93,NA,NA,NA,NA,0,NA,6,NA,7,701,170.611989,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043312,65,53.65,-130.877166,134,NA,NA,43,NA,NA,NA,NA,0,NA,47,NA,7,701,1336.460584,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043313,66,53.652333,-130.6105,134,NA,NA,29,NA,NA,NA,NA,0,NA,7,NA,7,702,198.763777,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043314,67,53.841833,-130.846833,134,NA,NA,78,NA,NA,NA,NA,0,NA,8,NA,7,705,226.19197,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043315,68,53.346333,-132.801,134,NA,NA,111,NA,NA,NA,NA,0,NA,3,NA,7,704,84.942474,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043317,70,53.518666,-133.085166,134,NA,NA,228,NA,NA,NA,NA,0,NA,1,NA,7,703,28.354434,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043319,72,53.976166,-133.450833,134,NA,NA,74,NA,NA,NA,NA,0,NA,3,NA,7,700,85.42786,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043321,74,54.317666,-133.728,134,NA,NA,241,NA,NA,NA,NA,0,NA,1,NA,7,700,28.475953,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043323,76,54.179833,-133.129833,134,NA,NA,36,NA,NA,NA,NA,0,NA,14,NA,7,702,397.527555,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043326,79,54.154,-132.578166,134,NA,NA,80,NA,NA,NA,NA,0,NA,3,NA,7,705,84.821989,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043329,82,54.1515,-132.298166,134,NA,NA,82,NA,NA,NA,NA,0,NA,1,NA,7,704,28.314158,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043331,84,54.182666,-131.984666,134,NA,NA,42,NA,NA,NA,NA,0,NA,1,NA,7,703,28.354434,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043335,88,54.5105,-131.1365,134,NA,NA,129,NA,NA,NA,NA,0,NA,3,NA,7,703,85.063303,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043337,90,54.3185,-131.160666,134,NA,NA,60,NA,NA,NA,NA,0,NA,65,NA,7,704,1840.420289,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043338,91,54.322333,-130.5885,134,NA,NA,73,NA,NA,NA,NA,0,NA,15,NA,7,702,425.922381,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,255,"4XE","2009 IPHC Longline Survey",NA,2009,2043340,93,54.156666,-130.604833,134,NA,NA,76,NA,NA,NA,NA,0,NA,2,NA,7,707,56.388026,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214474,1,48.6665,-125.0925,131,NA,NA,60,NA,NA,NA,NA,0,NA,1,NA,8,783,25.457429,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214475,2,48.666666,-125.3485,131,NA,NA,60,NA,NA,NA,NA,0,NA,2,NA,8,783,50.914859,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214491,18,48.999833,-126.1625,131,NA,NA,67,NA,NA,NA,NA,0,NA,8,NA,8,800,199.331674,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214494,21,48.848833,-125.6775,131,NA,NA,51,NA,NA,NA,NA,0,NA,4,NA,8,794,100.418979,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214495,22,49.333333,-126.351833,131,NA,NA,38,NA,NA,NA,NA,0,NA,33,NA,8,785,837.954809,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214497,24,49.479166,-126.6335,131,NA,NA,40,NA,NA,NA,NA,0,NA,27,NA,8,797,675.276688,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214508,35,50.519666,-128.45,131,NA,NA,184,NA,NA,NA,NA,0,NA,1,NA,8,799,24.947643,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214509,36,50.814666,-128.4665,131,NA,NA,51,NA,NA,NA,NA,0,NA,17,NA,8,798,424.641411,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214510,37,50.6665,-128.4385,131,NA,NA,71,NA,NA,NA,NA,0,NA,25,NA,8,781,638.065538,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214511,38,50.6665,-128.7025,131,NA,NA,182,NA,NA,NA,NA,0,NA,2,NA,8,798,49.957813,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214512,39,50.9815,-128.216333,131,NA,NA,76,NA,NA,NA,NA,0,NA,4,NA,8,796,100.16667,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214514,41,51,-127.920166,131,NA,NA,111,NA,NA,NA,NA,0,NA,17,NA,8,790,428.941577,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214515,42,50.984,-128.4665,132,NA,NA,93,NA,NA,NA,NA,0,NA,1,NA,8,794,25.104744,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214518,45,51,-128.703333,132,NA,NA,62,NA,NA,NA,NA,0,NA,1,NA,8,794,25.104744,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214522,49,51.499666,-129.015833,132,NA,NA,43,NA,NA,NA,NA,0,NA,13,NA,8,791,327.599464,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214523,50,51.5,-129.233833,132,NA,NA,49,NA,NA,NA,NA,0,NA,4,NA,8,790,100.92743,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214532,59,50.999833,-129.5615,132,NA,NA,226,NA,NA,NA,NA,0,NA,1,NA,8,797,25.010247,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214535,62,50.833333,-129.029166,132,NA,NA,82,NA,NA,NA,NA,0,NA,1,NA,8,797,25.010247,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214536,63,50.999666,-128.973,132,NA,NA,80,NA,NA,NA,NA,0,NA,3,NA,8,790,75.695572,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214537,64,51.333333,-127.886,132,NA,NA,71,NA,NA,NA,NA,0,NA,1,NA,8,794,25.104744,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214538,65,51.333333,-128.154333,132,NA,NA,62,NA,NA,NA,NA,0,NA,3,NA,8,795,75.219499,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214539,66,51.482,-128.1835,132,NA,NA,65,NA,NA,NA,NA,0,NA,5,NA,8,794,125.523724,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214540,67,51.666833,-128.403166,132,NA,NA,140,NA,NA,NA,NA,0,NA,2,NA,8,795,50.146333,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214542,69,51.5,-128.686833,132,NA,NA,43,NA,NA,NA,NA,0,NA,24,NA,8,795,601.755998,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214544,71,51.666666,-128.953,132,NA,NA,43,NA,NA,NA,NA,0,NA,4,NA,8,796,100.16667,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214546,73,51.851833,-128.433,132,NA,NA,118,NA,NA,NA,NA,0,NA,1,NA,8,795,25.073166,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214547,74,51.833333,-128.672333,132,NA,NA,76,NA,NA,NA,NA,0,NA,18,NA,8,796,450.750017,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214548,75,51.999666,-128.7255,132,NA,NA,160,NA,NA,NA,NA,0,NA,2,NA,8,797,50.020495,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214551,78,52.166666,-128.711166,132,NA,NA,197,NA,NA,NA,NA,0,NA,1,NA,8,796,25.041667,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214553,80,52.349333,-129.5005,133,NA,NA,157,NA,NA,NA,NA,0,NA,1,NA,8,796,25.041667,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2214596,123,51.6845,-129.5245,132,NA,NA,91,NA,NA,NA,NA,0,NA,1,NA,8,793,25.136402,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315662,97,53.330333,-132.789166,134,NA,NA,96,NA,NA,NA,NA,0,NA,3,NA,8,809,73.917802,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315664,99,53.492,-133.071166,134,NA,NA,204,NA,NA,NA,NA,0,NA,2,NA,8,803,49.646743,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315666,101,54.009333,-133.439333,134,NA,NA,67,NA,NA,NA,NA,0,NA,2,NA,8,805,49.523397,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315673,108,54.152833,-132.548333,134,NA,NA,74,NA,NA,NA,NA,0,NA,1,NA,8,805,24.761698,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315676,111,54.157833,-132.249833,134,NA,NA,80,NA,NA,NA,NA,0,NA,1,NA,8,803,24.823371,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315681,116,54.483,-131.449833,134,NA,NA,64,NA,NA,NA,NA,0,NA,3,NA,8,803,74.470114,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315682,117,54.5065,-131.179666,134,NA,NA,138,NA,NA,NA,NA,0,NA,17,NA,8,803,421.997318,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315684,119,54.338666,-131.180333,134,NA,NA,64,NA,NA,NA,NA,0,NA,38,NA,8,799,948.010466,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315685,120,54.3235,-130.556,134,NA,NA,67,NA,NA,NA,NA,0,NA,5,NA,8,804,123.962484,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315687,122,54.183333,-130.605833,134,NA,NA,87,NA,NA,NA,NA,0,NA,6,NA,8,803,148.940229,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315688,123,53.836666,-130.893333,134,NA,NA,76,NA,NA,NA,NA,0,NA,7,NA,8,803,173.763601,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315689,124,53.673166,-130.891666,134,NA,NA,40,NA,NA,NA,NA,0,NA,70,NA,8,804,1735.474776,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315690,125,53.659166,-130.557833,134,NA,NA,31,NA,NA,NA,NA,0,NA,52,NA,8,804,1289.209834,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315691,126,53.507333,-130.890833,134,NA,NA,89,NA,NA,NA,NA,0,NA,2,NA,8,801,49.770705,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315695,130,53.321166,-130.5545,134,NA,NA,31,NA,NA,NA,NA,0,NA,3,NA,8,804,74.37749,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315701,136,52.843833,-130.883,134,NA,NA,45,NA,NA,NA,NA,0,NA,1,NA,8,799,24.947643,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,256,"4XE","2010 IPHC Longline Survey",NA,2010,2315703,138,52.6795,-131.1455,134,NA,NA,64,NA,NA,NA,NA,0,NA,1,NA,8,801,24.885352,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,257,"4XE","2010 PHMA Rockfish Longline Survey - Outside North",NA,2010,2440336,1,53.4,-130.345,322,NA,NA,100.5,NA,NA,NA,NA,0,NA,1,NA,1,427,105.034254,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,257,"4XE","2010 PHMA Rockfish Longline Survey - Outside North",NA,2010,2499327,4,53.071666,-130.093333,322,NA,NA,128,NA,NA,NA,NA,0,NA,1,NA,1,451,99.444848,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,257,"4XE","2010 PHMA Rockfish Longline Survey - Outside North",NA,2010,2499331,8,52.921666,-129.478333,322,NA,NA,100.5,NA,NA,NA,NA,0,NA,2,NA,1,451,198.889697,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,257,"4XE","2010 PHMA Rockfish Longline Survey - Outside North",NA,2010,2499341,18,52.493333,-129.463333,321,NA,NA,40.2,NA,NA,NA,NA,0,NA,12,NA,1,448,1201.329287,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,257,"4XE","2010 PHMA Rockfish Longline Survey - Outside North",NA,2010,2499342,19,52.451666,-129.476666,321,NA,NA,53,NA,NA,NA,NA,0,NA,2,NA,1,450,199.331674,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535858,151,54.314033,-131.366583,73,"08","04",121,20,22.8,91.666685,1740,3.85,9.7045775358e-05,5,0.000119617200956943,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535864,103,54.361066,-131.19145,72,"08","04",64,20,51,93.333352,1730,0.26,2.946843477e-06,1,1.05041995798324e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535865,105,54.362183,-131.0831,73,"08","04",90,21,60.7,96.666686,1770,0,0,1,8.11549816995512e-06,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535995,176,53.818916,-131.265,72,"08","05",38,19,48.1,95.000019,1660,0,0,1,1.15180147545803e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2536012,84,54.0772,-131.289716,72,"08","04",32,20,21.2,90.000018,1810,2.02,5.2642551861e-05,1,2.62054454926635e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2536019,152,54.195083,-131.336916,72,"08","04",22,20,42.5,95.000019,1830,2.39,3.0729668917e-05,3,3.71516953560386e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2536022,106,54.174883,-132.674033,72,"08","03",57,15,52.1,86.666684,1300,0.92,1.3583345637e-05,1,1.47645031743694e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535887,101,54.554483,-131.378183,73,"08","03",104,22,64.7,91.666685,1770,0.74,6.461809831e-06,1,7.66410617343906e-06,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535890,17,52.870583,-131.148933,72,"07","02",24,21,38.2,91.666685,1810,1.87,2.7045789824e-05,1,1.35989637587549e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535908,22,52.998816,-131.0647,72,"07","02",31,19,39.7,93.333352,1870,0,0,1,1.42042735933037e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2536027,120,54.185633,-132.280033,73,"08","03",111,16,61,93.333352,1300,0.64,8.070617907e-06,2,2.19554991217807e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535917,21,53.03345,-131.097966,72,"07","02",31,19,40.5,91.666685,1800,0,0,1,1.41768534467488e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535918,191,53.046433,-131.055683,72,"07","02",33,21,54.7,96.666686,1840,2.16,2.1460933153e-05,2,1.80113615691509e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535937,190,53.207783,-131.368483,72,"07","02",34,19,54.7,90.000018,1630,0.66,7.402339588e-06,1,1.0690954381689e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535957,66,53.4486,-131.260583,72,"08","01",25,21,47.7,91.666685,1820,0,0,1,1.08905747501978e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535967,73,53.536716,-131.225433,72,"08","01",31,21,40.2,93.333352,1800,0.88,1.2161415146e-05,1,1.26916412833795e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535968,186,53.58705,-131.231,72,"08","01",23,23,40.4,95.000019,1910,3.58,4.6394691825e-05,2,2.26567233840098e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535977,15,52.747616,-131.017566,72,"07","02",41,20,48.1,93.333352,1810,0.43,4.939065713e-06,1,1.11375089100094e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,303,"4XE","2011 Hecate Strait Synoptic",71167,2011,2535984,80,53.704466,-131.192566,72,"08","05",36,21,45.6,90.000018,1680,0.72,9.398496241e-06,1,1.16030794579045e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
1,304,"4XE","2011 Queen Charlotte Sound Synoptic",71287,2011,2536381,4,51.096733,-127.9011,19,"05","11",130,20,65.4,93.8333521,1780,0.73,6.270831186e-06,1,8.14769990385745e-06,NA,NA,NA,"Queen Charlotte Sound Synoptic Bottom Trawl","SYN QCS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
