H_key,Line,species,weight,estimated,num_caught,num_per_kg,SetNum,Year,Month,Day,soak_hrs,MinDepth,MaxDepth,DepthUnit,StatArea,SubArea,GeogLoc,StartLatDeg,StartLatMin,StartLongDeg,StartLongMin,TrapSpacing
11448,1,4XE,1.5,TRUE,1,,5,2010,10,14,22,14,15,M,19,5,James North,48,37.13499832,123,21.44400024,30
11451,1,4XE,5,TRUE,2,,2,2010,10,15,72,18,22,M,18,3,HBR,48,49.93899918,123,26.47400093,30
11452,1,4XE,3,TRUE,2,,3,2010,10,15,72,40,40,M,18,3,HBR,48,49.06700134,123,24.22599983,30
11453,1,4XE,4,TRUE,2,,4,2010,10,15,20,22,25,M,18,3,HBR,48,50.19400024,123,26.00399971,30
11460,2,4TA,5,TRUE,2,,1,2010,10,25,21,10,15,M,12,39,Retreat,50,40.81700134,126,34.49100113,30
11461,2,4TA,5,TRUE,1,,1,2010,10,26,23,10,20,M,12,6,Indian Ch.,50,35.34000015,126,38.61299896,30
11462,1,4TA,10,TRUE,7,,2,2010,10,26,24,10,15,M,12,26,Canoe Pass.,50,36.61700058,126,33.96300125,30
11463,1,4XE,3,TRUE,2,,3,2010,10,26,486,20,30,M,12,6,Indian Ch.,50,35.49599838,126,36.65399933,30
11464,1,4TA,7,TRUE,4,,1,2010,10,27,48,10,15,M,24,9,HBR,49,9.652999878,125,53.02899933,30
11465,1,4TA,3,TRUE,2,,2,2010,10,27,50,5,12,M,24,9,Lemmens,49,11.42700005,125,52.14099884,30
14515,1,4XE,0.449999988,FALSE,3,,11,2013,10,16,,6,15,M,12,6,,50,36.77799988,126,34.99499893,18
14627,1,4XE,1,TRUE,1,,1,2013,12,3,23,4,17,M,12,26,,50,35.31100082,126,34.91699982,37
14659,1,4XE,1.5,TRUE,2,,1,2013,12,3,98,16,16,M,24,9,Lemmons,49,12.33600044,125,52.91199875,30
14660,1,4XE,1,TRUE,1,,2,2013,12,3,99,15,15,M,24,9,Lemmons,49,13.11299992,125,50.6570015,30
14661,1,4XE,1,TRUE,3,,1,2013,12,4,24,12,12,M,24,9,Lemmons,49,12.09700012,125,51.82099915,30
14662,1,4XE,0.5,TRUE,1,,2,2013,12,4,24,15,15,M,24,9,Harbour,49,9.395000458,125,53.93000031,30
14664,1,4XE,1,TRUE,1,,3,2013,12,4,124,12,12,M,24,9,Lemmons,49,12.27900028,125,52.14400101,30
14667,1,4TA,1.5,TRUE,2,,1,2013,12,16,76,20,20,M,19,5,Spit,48,38.73899841,123,20.87800026,30
14668,2,4TA,1,TRUE,3,,1,2013,12,16,22,20,20,M,18,3,Harbour,48,49.47200012,123,26.29999924,30
14669,1,4TA,2,TRUE,4,,2,2013,12,16,22,15,15,M,18,3,Hrbour,48,50.2879982,123,26.86400032,30
14670,1,4TA,2,TRUE,3,,2,2013,12,16,150,30,30,M,19,5,James North,48,37.63499832,123,21.66300011,30
14671,1,4TA,2.5,TRUE,2,,1,2013,12,17,21,10,10,M,19,5,Spit,48,38.51499939,123,20.6760006,30
14673,1,4XE,2.5,TRUE,3,,2,2013,12,17,99,10,10,M,18,3,Harbour,48,50.37900162,123,28.02899933,30
14674,2,4XE,0.5,TRUE,2,,2,2013,12,17,22,25,30,M,19,5,James North,48,37.25600052,123,22.49300003,30
14674,1,4TA,1.5,TRUE,1,,2,2013,12,17,22,25,30,M,19,5,James North,48,37.25600052,123,22.49300003,30
14676,1,4TA,1,TRUE,1,,1,2013,12,20,98,16,16,M,17,14,Harbour,49,9.901000023,123,55.2859993,30
14677,1,4TA,1.5,TRUE,2,,2,2013,12,20,98,30,30,M,17,14,Jack Point,49,9.890999794,123,53.99700165,30
14678,1,4TA,1,TRUE,1,,1,2013,12,23,96,13,13,M,20,6,Harbour,48,22.22699928,123,42.76699829,30
14680,1,4TA,2.5,TRUE,3,,2,2013,12,23,25,7,7,M,20,6,Harbour,48,22.39500046,123,43.24000168,30
14682,1,4XE,0.5,FALSE,1,,1,2013,6,5,,2.700000048,6.099999905,M,12,39,,50,40.86600113,126,34.39799881,40
14683,1,4XE,3,FALSE,3,,2,2013,6,5,,2.700000048,6.099999905,M,12,39,,50,40.86600113,126,34.38899994,40
14685,1,4XE,1,FALSE,1,,4,2013,6,5,,,,M,12,26,,50,34.03900146,126,26.97699928,40
14938,1,4XE,3,TRUE,4,,1,2014,1,6,73,13,13,M,20,6,Harbour,48,22.01099968,123,43.34600067,30
14939,1,4TA,4,TRUE,4,,1,2014,1,6,24,25,25,M,20,7,Basin,48,22.83699989,123,40.18399811,30
14940,1,4TA,2.5,TRUE,2,,2,2014,1,6,24,13,13,M,20,6,Harbour,48,22.0909996,123,43.58200073,30
14942,1,4TA,1.5,TRUE,2,,2,2014,1,9,22,13,14,M,24,9,Bronning,49,8.326000214,125,52.00899887,30
14945,2,4TA,1.5,TRUE,1,,1,2014,1,14,149,4,5,M,19,5,James South,48,35.39300156,123,20.43099976,30
14946,1,4TA,2.5,TRUE,2,,1,2014,1,14,148,20,20,M,19,5,South of James,48,33.98199844,123,20.61599922,30
14947,1,4TA,1.5,TRUE,1,,1,2014,1,14,243,20,30,M,19,5,James South,48,33.95899963,123,21.36700058,100
14948,1,4TA,4,TRUE,4,,1,2014,1,14,20,20,20,M,19,5,Spit,48,38.22200012,123,20.71699905,30
14951,2,4TA,4,TRUE,3,,1,2014,1,16,122,40,40,M,17,13,Dept bay,49,12.08699989,123,57.47100067,100
14952,1,4TA,3,TRUE,4,,1,2014,1,21,25,25,25,M,12,6,Mound Bay,50,35.55400085,126,37.45199966,30
14953,1,4TA,1.5,TRUE,2,,2,2014,1,21,26,13,13,M,12,6,Village Island,50,36.67100143,126,35.67100143,30
14953,2,4XE,1,TRUE,1,,2,2014,1,21,26,13,13,M,12,6,Village Island,50,36.67100143,126,35.67100143,30
14955,1,4TA,3,TRUE,2,,1,2014,1,22,361,40,40,M,12,6,Indian channel,50,35.93799973,126,36.91899872,30
14956,1,4XE,2.5,TRUE,3,,1,2014,1,26,197,15,15,M,24,9,Bronning,49,8.519000053,125,52.79399872,100
14957,1,4XE,2,TRUE,2,,2,2014,1,26,198,14,14,M,24,9,Bronning,49,7.684999943,125,49.9620018,100
14960,1,4XE,2,TRUE,2,,2,2014,1,27,120,35,37,M,18,3,Harbour,48,50.33100128,123,25.75,50
14962,1,4XE,2,TRUE,1,,3,2014,1,27,288,27,30,M,17,1,Tricomali Channel,48,51.81499863,123,26.20400047,50
15014,1,4TA,2.5,TRUE,2,,1,2014,2,7,145,12,12,M,20,6,Sooke Harbour,48,21.99300003,123,43.34500122,30
15015,1,4XE,5,TRUE,2,,2,2014,2,7,149,12,14,M,20,6,Sooke Harbour,48,21.99099922,123,43.04700089,100
15016,1,4TA,3.5,TRUE,3,,1,2014,2,11,243,30,30,M,18,5,Plumper sound,48,47.31100082,123,12.86600018,30
15017,1,4TA,1.5,TRUE,1,,2,2014,2,11,173,25,30,M,19,5,North of James,48,38.01100159,123,22.74500084,30
15018,1,4XE,2,TRUE,2,,3,2014,2,11,174,25,30,M,19,5,North of James,48,38.38899994,123,22.73600006,30
15018,2,4TA,1,TRUE,1,,3,2014,2,11,174,25,30,M,19,5,North of James,48,38.38899994,123,22.73600006,30
15020,1,4TA,1.5,TRUE,2,,2,2014,2,16,50,20,20,M,27,11,Quatsino Sound,50,35.5,127,36.88700104,30
15021,1,4XE,3.5,TRUE,4,,1,2014,2,17,169,35,35,M,12,39,Gilford Isle,50,43.9129982,126,33.04499817,30
15022,1,4XE,3,TRUE,3,,2,2014,2,17,195,20,20,M,12,39,Insect Isle,50,45.21900177,126,37.66600037,30
15026,2,4XE,1.5,TRUE,2,,3,2014,2,26,170,20,20,M,19,5,Sidney Spit,48,38.73799896,123,20.86400032,30
15027,1,4TA,1.5,TRUE,4,,4,2014,2,26,196,20,20,M,19,5,Cordova Bay,48,32.55199814,123,19.14500046,30
15028,1,4XE,1,TRUE,1,,5,2014,2,26,174,20,20,M,19,5,North of James,48,37.3730011,123,21.8920002,30
15029,1,4TA,2.5,TRUE,3,,1,2014,2,27,26,10,12,M,24,9,Lemmons Inlet,49,12.2840004,125,51.98300171,30
15067,1,4TA,5.300000191,TRUE,7,,1,2014,4,2,27,5,18,M,4,12,Skeena,54,12.50300026,130,20.40399933,30
15068,1,4TA,1.149999976,TRUE,3,,2,2014,4,3,25,6,7,M,4,12,Skeena,54,12.0340004,130,19.89500046,30
15069,1,4TA,5.5,TRUE,8,,1,2014,4,4,24,24,44,M,4,12,Holland Park,54,10.21199989,130,20.75,15
15070,1,4TA,7.5,TRUE,7,,2,2014,4,4,24,46,70,M,4,12,Smith,54,8.201000214,130,17.11700058,15
15073,1,4TA,1,TRUE,1,,5,2014,4,4,72,16,32,M,4,12,Chismore Pass,54,0.805999994,130,16.3010006,20
15030,1,4TA,1.5,TRUE,1,,1,2014,3,7,24,25,25,M,20,7,Sooke Basin,48,22.83200073,123,40.10900116,30
15031,1,4XE,1.5,TRUE,1,,2,2014,3,7,24,16,17,M,20,7,Sooke Basin,48,22.28000069,123,39.30699921,100
15032,1,4TA,6,TRUE,5,,3,2014,3,7,26,13,13,M,20,6,Sooke Harbour,48,21.9640007,123,43.06999969,30
15034,1,4TA,0.699999988,TRUE,1,,2,2014,3,10,144,32,60,M,4,12,Smith,54,9.454000473,130,18.15600014,75
15035,1,4TA,22.25,TRUE,6,,3,2014,3,10,24,27,100,M,4,12,Kinihan,54,10.38529968,130,22.76600075,60
15037,1,4TA,5,TRUE,2,,1,2014,3,11,216,20,20,M,17,13,Dept Bay,49,12.26500034,123,57.92100143,30
15038,1,4TA,2.5,TRUE,2,,1,2014,3,13,241,25,30,M,17,5,Yellow Point,49,1.657999992,123,46.24200058,30
15042,1,4XE,1.5,TRUE,2,,1,2014,3,14,22,20,20,M,19,5,North of James,48,37.38999939,123,22.48900032,30
15043,1,4XE,5,TRUE,3,,2,2014,3,14,22,10,10,M,19,5,South of James,48,34.02799988,123,20.62199974,30
15046,1,4XE,5,TRUE,4,,1,2014,3,17,173,12,13,M,24,9,Tofino Harbour,49,9.437000275,125,54.02099991,30
15047,1,4TA,3,TRUE,3,,1,2014,3,18,22,15,17,M,24,9,Lemmons,49,12.98600006,125,50.48799896,30
15048,1,4TA,2.5,TRUE,2,,2,2014,3,18,22,12,12,M,24,9,Tofino Harbour,49,9.402000427,125,53.93899918,10
15049,1,4XE,2.5,TRUE,2,,1,2014,3,19,167,20,25,M,24,9,Tofino Harbour,49,9.529000282,125,53.72700119,30
15050,1,4XE,1.5,TRUE,1,,2,2014,3,19,169,20,20,M,24,9,Lemmons,49,11.36100006,125,53.26100159,30
15051,1,4XE,4,TRUE,3,,3,2014,3,19,26,10,10,M,24,9,Bronning,49,7.666999817,125,49.79499817,30
15053,1,4TA,2.5,TRUE,2,,5,2014,3,19,171,12,12,M,24,9,Bronning,49,8.37100029,125,52.11600113,30
15055,1,4XE,1,TRUE,1,,7,2014,3,19,144,20,25,M,24,9,Tofino Harbour,49,9.479000092,125,53.63199997,30
15057,1,4TA,3.5,TRUE,3,,2,2014,3,20,148,7,7,M,19,5,South of James,48,34.36999893,123,19.87999916,30
15061,1,4TA,1.5,TRUE,2,,1,2014,3,25,168,25,25,M,13,37,Tops,50,31.37199974,125,49.27399826,30
15062,1,4TA,2.5,TRUE,3,,2,2014,3,25,171,25,25,M,13,37,Tops,50,31.32600021,125,44.72299957,30
15063,1,4TA,3.5,TRUE,4,,5,2014,3,25,171,25,25,M,13,37,Topps,50,31.41300011,125,45.07899857,30
15065,1,4XE,1.5,TRUE,2,,2,2014,3,26,24,12,14,M,12,26,Village Channel,50,36.66600037,126,33.8030014,30
15066,1,4XE,1,TRUE,1,,3,2014,3,26,24,20,20,M,12,6,Village Channel,50,36.83499908,126,35.0929985,30
13066,1,4XE,4,TRUE,3,,1,2012,6,15,20,20,25,M,19,5,Spit,48,38.07699966,123,20.64800072,100
13067,1,4XE,7,TRUE,5,,2,2012,6,15,20,22,22,M,19,5,James North,48,37.30400085,123,21.70999908,100
13068,1,4XE,7,TRUE,4,,1,2012,6,18,52,11,11,M,24,9,Lemmons,49,11.03600025,125,53.04100037,100
13069,1,4XE,8,TRUE,5,,2,2012,6,18,102,12,13,M,24,9,Lemmons,49,12.64400005,125,52.50999832,100
13070,1,4XE,5,TRUE,3,,3,2012,6,18,126,10,14,M,24,9,Browning,49,8.536999702,125,52.70999908,100
13071,1,4XE,11,TRUE,4,,1,2012,6,19,21,12,12,M,24,8,Harbour,49,9.321000099,125,54.93000031,100
13072,1,4XE,15,TRUE,6,,2,2012,6,19,22,17,23,M,24,9,Harbour,49,9.501999855,125,53.75799942,100
13073,1,4XE,7,TRUE,4,,3,2012,6,19,22,11,13,M,24,9,Lemmons,49,11.93700027,125,52.05400085,100
13074,1,4XE,6,TRUE,4,,1,2012,6,20,149,13,18,M,12,6,,50,36.80400085,126,35.07300186,100
13075,1,4XE,5,TRUE,3,,1,2012,6,21,23,18,18,M,12,6,Channel,50,36.79600143,126,35.32600021,100
13076,1,4XE,7,TRUE,4,,2,2012,6,21,24,14,24,M,12,6,Mound Bay,50,35.41899872,126,37.94800186,100
13077,1,4XE,10,TRUE,5,,3,2012,6,21,24,20,25,M,12,39,Health Bay,50,41.10499954,126,34.88800049,100
13079,1,4XE,10,TRUE,4,,1,2012,6,26,23,20,25,M,17,13,Dept Bay,49,12.05200005,123,57.85499954,100
13080,1,4XE,3,TRUE,1,,2,2012,6,26,24,25,30,M,17,15,Jack Point,49,10.04300022,123,53.79499817,100
13034,1,4XE,4,TRUE,3,,1,2012,5,22,21,17,23,M,24,8,Harbour,49,9.331999779,125,54.9070015,100
13035,1,4XE,1.5,TRUE,2,,2,2012,5,22,22,17,23,M,24,9,Harbour,49,9.479999542,125,53.75500107,100
13036,2,4TA,4,TRUE,3,,3,2012,5,22,22,13,14,M,24,9,Lemmons,49,12.66399956,125,52.49700165,100
13038,1,4TA,4,TRUE,3,,5,2012,5,22,100,16,17,M,24,9,Lemmons,49,13.22799969,125,50.68199921,100
13039,1,4TA,4,TRUE,3,,1,2012,5,24,20,14,14,M,12,6,Mound Bay,50,35.32300186,126,38.69499969,100
13040,1,4TA,7,TRUE,6,,2,2012,5,24,20,9,12,M,12,26,Canoe Pass,50,36.65200043,126,34.18899918,100
13042,1,4XE,5,TRUE,3,,1,2012,6,5,50,7,10,M,4,12,Smith,54,11.17700005,130,20.11300087,100
13043,1,4XE,2,TRUE,1,,2,2012,6,5,28,16,18,M,4,12,Smith Isle,54,8.611000061,130,17.12700081,100
13045,1,4TA,3,TRUE,2,,4,2012,6,5,54,20,25,M,4,12,Kenndy,53,58.82899857,130,10.92599964,100
13046,1,4XE,7,TRUE,3,,5,2012,6,5,80,16,20,M,4,12,Kennedy,53,58.85200119,130,9.147000313,100
13047,2,4XE,5,TRUE,3,,1,2012,6,6,50,8,10,M,4,12,Kitson Isle,54,10.58399963,130,19.18300056,100
13048,1,4TA,1,TRUE,1,,1,2012,6,8,171,15,27,M,17,13,Dept. Bay,49,12.29800034,123,57.91500092,100
13049,1,4TA,3,TRUE,2,,1,2012,6,9,21,15,25,M,17,13,Dept Bay,49,12.20199966,123,58.00699997,100
13053,1,4XE,10,TRUE,4,,3,2012,6,11,22,6,12,M,12,26,Canoe Pass,50,36.63899994,126,34.46300125,100
13054,1,4TA,6,TRUE,4,,4,2012,6,11,22,20,22,M,12,39,Health Bay,50,40.93000031,126,36.31200027,100
13055,1,4TA,5,TRUE,3,,5,2012,6,11,23,25,27,M,12,39,Grebe Cove,50,42.63299942,126,37.02999878,100
13056,1,4XE,5,TRUE,4,,1,2012,6,12,268,18,20,M,20,7,Basin,48,23.07299995,123,40.27099991,100
13057,1,4XE,4,TRUE,3,,2,2012,6,12,268,25,25,M,20,7,Basin,48,22.88500023,123,39.68199921,100
13058,1,4XE,5,TRUE,3,,1,2012,6,13,21,15,15,M,20,7,Basin,48,23.06599998,123,40.13199997,100
13059,1,4XE,7,TRUE,6,,2,2012,6,13,22,12,15,M,20,6,Harbour,48,22.16600037,123,42.83499908,100
13060,1,4XE,3,TRUE,2,,3,2012,6,13,76,7,10,M,18,3,Harbour,48,50.9280014,123,29.3390007,100
13061,1,4XE,5,TRUE,4,,4,2012,6,13,77,10,12,M,18,3,Hrbour,48,50.4280014,123,28.05999947,100
13064,2,4TA,3,TRUE,2,,3,2012,6,14,78,37,37,M,19,5,Spit,48,38.00699997,123,20.73200035,100
13065,1,4XE,4,TRUE,2,,4,2012,6,14,79,35,37,M,19,5,James North,48,38.10699844,123,22.27499962,100
13099,1,4TA,5,TRUE,3,,2,2012,7,9,22,20,20,M,24,9,Browning,49,8.001000404,125,51.22900009,100
13104,1,4XE,8,TRUE,3,,2,2012,7,18,20,22,25,M,19,5,James North,48,37.31800079,123,21.90399933,100
13107,1,4XE,5,TRUE,2,,1,2012,7,23,54,13,16,M,24,9,Lemmons,49,11.65600014,125,51.97399902,100
13108,1,4XE,5,TRUE,3,,1,2012,7,24,22,13,16,M,24,9,Lemmons,49,12.81799984,125,50.67599869,100
13108,2,4TA,2,TRUE,1,,1,2012,7,24,22,13,16,M,24,9,Lemmons,49,12.81799984,125,50.67599869,100
13109,1,4TA,3,TRUE,2,,2,2012,7,24,22,12,12,M,24,9,Harbour,49,9.465000153,125,54.81700134,100
13111,1,4XE,2,TRUE,1,,4,2012,7,24,52,12,13,M,24,9,Lemmons,49,12.6590004,125,52.53699875,100
13112,1,4XE,4,TRUE,3,,5,2012,7,24,52,13,16,M,24,9,Lemmons,49,12.85499954,125,50.60900116,100
13113,2,4TA,2,TRUE,1,,1,2012,7,26,21,25,30,M,12,6,Mound bay,50,35.50799942,126,37.11600113,100
13114,1,4TA,5,TRUE,3,,2,2012,7,26,22,12,12,M,12,26,Canoe Pass,50,36.65200043,126,34.51499939,100
13115,1,4TA,2,TRUE,1,,1,2012,7,27,20,15,20,M,12,39,Grebe Cove,50,42.62200165,126,37.57099915,100
13118,1,4XE,1,TRUE,2,,1,2012,7,30,100,21,26,M,20,7,Basin,48,22.94000053,123,40.63100052,100
13120,1,4XE,7,TRUE,3,,1,2012,7,31,22,10,15,M,20,6,Basin,48,22.03499985,123,42.83200073,100
13121,2,4TA,2,TRUE,1,,2,2012,7,31,22,10,15,M,20,6,Harbour,48,22.13199997,123,42.83200073,100
13132,1,4XE,6,TRUE,2,,1,2012,8,21,24,7,18,M,17,14,Jack Point,49,9.994999886,123,53.68600082,100
13133,1,4XE,2,TRUE,1,,2,2012,8,21,25,16,30,M,17,13,Dept Bay,49,12.24699974,123,57.94800186,100
13136,1,4XE,4,TRUE,2,,1,2012,8,22,74,30,30,M,19,5,James North,48,37.36800003,123,22.90699959,100
13138,1,4XE,1.5,TRUE,1,,2,2012,8,22,74,30,30,M,19,5,James North,48,37.7480011,123,22.66300011,100
13140,1,4TA,1,TRUE,1,,1,2012,8,23,18,20,22,M,18,3,Harbour,48,49.51399994,123,26.51399994,100
13142,1,4TA,2,TRUE,1,,1,2012,8,27,21,20,25,M,12,6,Mound Bay,50,35.51399994,126,37.40399933,100
13146,1,4TA,4,TRUE,3,,1,2012,8,31,24,20,25,M,20,7,Basin,48,22.9810009,123,40.16600037,100
13147,2,4XE,5,TRUE,3,,2,2012,8,31,24,6,10,M,20,6,Harbour,48,22.17000008,123,43.50500107,100
13148,1,4XE,3,TRUE,3,,1,2012,9,6,247,6,8,M,20,6,Harbour,48,22.03800011,123,43.10800171,100
13155,1,4TA,1.5,TRUE,1,,1,2012,9,10,169,40,45,M,17,13,Dept Bay,49,12.27000046,123,57.22299957,140
13156,1,4TA,3,TRUE,2,,2,2012,9,10,169,40,45,M,17,13,Dept Bay,49,12.16899967,123,57.37400055,140
13157,2,4XE,5,TRUE,2,,1,2012,9,11,15,16,25,M,17,13,Dept Bay,49,12.22299957,123,57.95899963,100
13158,1,4XE,5,TRUE,3,,2,2012,9,11,24,30,30,M,17,14,Jack Point,49,10.02900028,123,53.88800049,100
13163,4,4XE,,TRUE,4,,1,2012,7,18,23,0,2.5,M,20,7,Sooke Basin,48,22.97999954,123,41.10200119,10
13175,1,4XE,,TRUE,14,,13,2012,7,19,21,-1.5,-0.5,M,20,6,Sooke Harbour,48,22.62599945,123,42.38399887,10
13178,1,4XE,,TRUE,7,,16,2012,7,19,17,-1,0.5,M,20,6,Sooke Harbour,48,21.70599937,123,42.31000137,10
13179,1,4XE,,TRUE,6,,17,2012,7,19,5,3,5,M,20,6,Sooke Harbour,48,22.18400002,123,42.9280014,10
13184,4,4XE,,TRUE,1,,5,2012,8,17,24,-0.699999988,-0.699999988,M,27,11,Apple Bay,50,36.31200027,127,39.43399811,10
13186,1,4XE,,TRUE,4,,7,2012,8,17,23,-0.699999988,-0.5,M,27,11,Mid Holberg Inlet,50,36.89899826,127,51.81499863,10
13190,2,4XE,,TRUE,1,,11,2012,8,18,18,-0.699999988,5.199999809,M,27,10,Rupert Inlet Head,50,35.52600098,127,25.63299942,10
13191,2,4XE,,TRUE,1,,12,2012,8,18,19,-0.600000024,-0.400000006,M,27,10,Rupert Inlet Head,50,35.67499924,127,25.52400017,10
13199,2,4XE,,TRUE,1,,20,2012,8,19,20,-0.699999988,-0.100000001,M,27,3,Winter Harbour - Outer Galato Cr,50,31.81399918,128,1.055999994,10
13202,3,4XE,,TRUE,1,,23,2012,8,20,27,-0.699999988,1.399999976,M,27,8,Julian Cove,50,29.05500031,127,36.53099823,10
13203,1,4XE,,TRUE,4,,24,2012,8,20,27,-0.400000006,4,M,27,8,Julian Cove,50,29.06599998,127,36.40000153,10
13221,1,4XE,9,TRUE,2,,1,2012,10,17,312,10,12,M,18,3,Harbour,48,50.22000122,123,27.49300003,70
13254,1,4XE,0.800000012,TRUE,2,2,1,2012,10,19,20,12,12,M,28,8,Kits Beach North,49,16.77700043,123,11.3210001,40
13255,1,4XE,0.800000012,TRUE,3,4,2,2012,10,19,20,10,11,M,28,8,Kits Beach,49,16.67499924,123,10.64099979,40
13256,2,4XE,5.5,TRUE,10,2,3,2012,10,19,20,9,12,M,28,8,English Bay Beach,49,17.22900009,123,9.296999931,40
13257,2,4XE,1.200000048,TRUE,2,2,4,2012,10,19,20,9,18,M,28,10,SULPHER,49,18.5909996,123,6.775000095,40
13258,1,4XE,0.5,TRUE,1,2,5,2012,10,19,20,24,25,M,28,10,MOSQUITO,49,18.62199974,123,5.572999954,40
13259,1,4XE,0.5,TRUE,1,2,6,2012,10,19,21,11,17,M,28,10,SASKWP,49,18.2840004,123,3.788000107,40
13260,1,4XE,1,TRUE,1,1,7,2012,10,19,22,17,25,M,28,10,Buoy Seafood,49,17.65099907,123,3.08100009,40
13262,1,4XE,0.400000006,TRUE,1,2,9,2012,10,19,23,11,27,M,28,10,PORTAUTH,49,17.20899963,123,6.169000149,40
13264,1,4XE,0.600000024,TRUE,2,3,11,2012,10,20,19,28,33,M,28,11,Dan George 2,49,18.32699966,122,58.9640007,40
13265,1,4XE,0.699999988,TRUE,1,1,12,2012,10,20,19,32,40,M,28,11,ROCHE,49,17.90699959,122,57.74399948,40
13266,1,4XE,0.400000006,TRUE,2,5,13,2012,10,20,18,19,20,M,28,11,TRANSMTN,49,17.57999992,122,56.57099915,40
13267,1,4XE,0.100000001,TRUE,1,10,14,2012,10,20,18,18,19,M,28,11,ADMIRAL,49,17.80800056,122,55.75099945,40
13268,1,4XE,0.300000012,TRUE,1,3,15,2012,10,20,17,30,35,M,28,12,DOLARTON,49,18.56599998,122,56.60699844,40
13269,1,4XE,0.400000006,TRUE,1,2,16,2012,10,20,17,67,87,M,28,12,DEEPCOVD,49,19.80900002,122,55.61800003,40
13271,1,4XE,5,TRUE,12,2,18,2012,10,21,22,14,15,M,28,8,Eng Bay Beach North,49,17.56999969,123,9.612999916,40
13272,3,4XE,1,TRUE,3,3,19,2012,10,21,22,13,14,M,28,9,Ferguson Pt,49,18.51099968,123,9.663999557,40
13273,2,4XE,0.699999988,TRUE,3,4,20,2012,10,21,22,17,19,M,28,9,Hollyburn,49,19.41900063,123,9.241999626,40
13274,1,4XE,1.5,TRUE,4,3,21,2012,10,21,22,11,28,M,28,6,Dundarave,49,19.66399956,123,10.97000027,40
13301,2,4XE,0.5,TRUE,1,2,48,2012,10,24,18,18,22,M,29,6,CPN,49,0.781000018,123,10.66100025,40
13311,1,4XE,0.5,TRUE,1,2,58,2012,10,25,15,10,11,M,29,8,BBE,49,0.275000006,122,48.61199951,100
13313,1,4XE,0.5,TRUE,2,4,60,2012,10,25,18,5,7,M,29,8,BBRIV,49,0.69599998,122,56.36100006,100
14133,1,4XE,8,TRUE,5,1,4,2013,6,26,25,7,11,M,12,26,Potts Lagoon,50,33.64400101,126,27.34199905,40
14135,1,4XE,8.5,TRUE,3,3,2,2013,7,30,25,6,27,M,12,26,Beware Pass,50,35.87900162,126,33.98500061,30
14137,1,4XE,14,TRUE,2,7,4,2013,7,30,26,4,4,M,12,39,Meade Bay,50,42.39599991,126,35.13700104,30
14235,1,4TA,1.5,TRUE,1,,1,2013,9,19,25,30,30,M,17,14,Jack Point,49,9.854000092,123,54.12900162,100
14237,1,4TA,2.5,TRUE,2,,3,2013,9,19,25,30,30,M,17,13,Dept Bay,49,12.23499966,123,57.93799973,100
14242,1,4XE,1.5,TRUE,2,,8,2013,9,19,24,3,5,M,29,8,Boundary Bay,49,0.181999996,122,58.72800064,
14244,1,4TA,2.5,TRUE,2,,2,2013,9,22,24,12,12,M,24,9,Harbour,49,9.829999924,125,53.21900177,100
14245,1,4TA,1,TRUE,1,,3,2013,9,22,24,12,14,M,24,9,Bronning,49,8.015000343,125,51.49700165,100
14247,1,4TA,2.5,TRUE,2,,5,2013,9,22,54,12,14,M,24,9,Bronning,49,8.496999741,125,52.65299988,100
14248,1,4XE,1.100000024,TRUE,4,,1,2013,9,24,120,54,80,M,4,12,Smith,54,12.56499958,130,20.41900063,50
14158,1,4XE,3,TRUE,3,,4,2013,8,18,24,5,6,M,29,8,,49,0.135000005,122,53.15299988,75
14159,1,4XE,2,TRUE,2,,5,2013,8,18,24,5,6,M,29,8,,49,0.335000008,122,54.95199966,100
14174,1,4XE,2.5,TRUE,3,,1,2013,8,25,24,25,30,M,17,13,Dept Bay,49,12.08300018,123,57.2480011,100
14176,2,4TA,1.5,TRUE,2,,1,2013,8,26,23,30,30,M,17,15,Jack Point,49,10.02600002,123,53.81299973,100
14187,2,4XE,,TRUE,1,,1,2013,7,13,12,-0.5,0,M,20,6,Sooke Harbour,48,22.65299988,123,42.89500046,10
14189,2,4XE,,TRUE,1,,3,2013,7,13,15,-1.399999976,-0.300000012,M,20,6,Sooke Harbour,48,22.31200027,123,42.36399841,10
14190,5,4XE,,TRUE,2,,4,2013,7,13,14,-1.799999952,-0.5,M,20,6,Sooke Harbour,48,22.03000069,123,42.69800186,10
14191,2,4XE,,TRUE,1,,5,2013,7,13,14,-1.399999976,0.300000012,M,20,6,Sooke Harbour,48,21.83399963,123,42.65999985,10
14199,2,4XE,,TRUE,4,,13,2013,7,14,18,-1.5,2,M,20,7,Sooke Basin,48,21.77599907,123,38.14099884,10
14249,1,4XE,2.5,TRUE,5,,2,2013,9,24,120,54,65,M,4,12,Smith,54,12.31599998,130,20.29700089,50
14253,1,4TA,1,TRUE,1,,1,2013,9,25,170,20,20,M,18,3,Harbour,48,49.37799835,123,26.31699944,100
14259,1,4TA,1.5,TRUE,2,,1,2013,9,26,20,6,8,M,19,5,Spit,48,38.51699829,123,20.72900009,100
14260,2,4TA,2,TRUE,2,,1,2013,9,26,74,20,20,M,19,5,Spit,48,38.19900131,123,20.625,100
14262,1,4TA,0.5,TRUE,1,,2,2013,9,26,20,30,30,M,19,5,Spit,48,37.25600052,123,22.50099945,100
