,ID,Survey,Year,Month,Day,HKey,x,y,LonDeep,LatDeep,LonShallow,LatShallow,mean_CorDepthM,mean_bathy,mean_depthdiff,NumQuadrats,PYC
4930,740_14,PAC 2014-29,2014,5,19,740,709748.8278,954682.4091,-130.3875,53.51545,-130.3901667,53.51686665,2,2.010124445,0.010124445,1,0
4931,740_17,PAC 2014-29,2014,5,19,740,709708.565,954723.2554,-130.3875,53.51545,-130.3901667,53.51686665,1,0.941267908,0.058732092,2,0
4932,740_18,PAC 2014-29,2014,5,19,740,709695.1441,954736.8708,-130.3875,53.51545,-130.3901667,53.51686665,-1.741935484,0.63924408,2.381179563,6,0
4933,740_5,PAC 2014-29,2014,5,19,740,709869.6163,954559.8703,-130.3875,53.51545,-130.3901667,53.51686665,11.5,11.16112423,0.5,2,0
4934,740_6,PAC 2014-29,2014,5,19,740,709856.1953,954573.4858,-130.3875,53.51545,-130.3901667,53.51686665,10,10.59745979,0.597459793,1,0
4935,740_7,PAC 2014-29,2014,5,19,740,709842.7744,954587.1012,-130.3875,53.51545,-130.3901667,53.51686665,8.6,8.965438843,0.406912231,2,0
4936,740_8,PAC 2014-29,2014,5,19,740,709829.3534,954600.7166,-130.3875,53.51545,-130.3901667,53.51686665,7,6.942644596,0.057355404,1,0
4937,740_9,PAC 2014-29,2014,5,19,740,709815.9325,954614.332,-130.3875,53.51545,-130.3901667,53.51686665,6,6.41976881,0.41976881,2,0
4938,741_1,PAC 2014-29,2014,5,19,741,706145.6153,953426.0568,-130.44265,53.50361665,-130.44045,53.50423333,17,16.41895103,0.581048965,1,0
4939,741_10,PAC 2014-29,2014,5,19,741,706303.5654,953488.9178,-130.44265,53.50361665,-130.44045,53.50423333,0.681818182,3.14870429,2.466886109,4,1
4940,741_5,PAC 2014-29,2014,5,19,741,706215.8153,953453.995,-130.44265,53.50361665,-130.44045,53.50423333,15,15.07595634,0.075956345,1,0
4941,741_6,PAC 2014-29,2014,5,19,741,706233.3654,953460.9796,-130.44265,53.50361665,-130.44045,53.50423333,13.04545455,13.37111664,0.78303181,3,0
4942,741_8,PAC 2014-29,2014,5,19,741,706268.4654,953474.9487,-130.44265,53.50361665,-130.44045,53.50423333,9.871794872,9.783241272,0.650880667,4,1
4943,741_9,PAC 2014-29,2014,5,19,741,706286.0154,953481.9332,-130.44265,53.50361665,-130.44045,53.50423333,6.222222222,6.248071194,0.944873068,2,0
4944,742_1,PAC 2014-29,2014,5,4,742,702980.0322,955504.0528,-130.4923167,53.52025,-130.4918667,53.52021666,9.454545455,6.721059322,2.733486132,3,1
4945,742_3,PAC 2014-29,2014,5,4,742,703014.595,955497.4843,-130.4923167,53.52025,-130.4918667,53.52021666,2.428571429,5.121465206,2.692893778,3,1
4946,742_6,PAC 2014-29,2014,5,4,742,703066.4391,955487.6315,-130.4923167,53.52025,-130.4918667,53.52021666,6,5.607345581,0.392654419,1,0
4947,743_1,PAC 2014-29,2014,5,3,743,701024.7229,958128.845,-130.5253333,53.5425333,-130.5259667,53.54238332,-0.25,1.735365868,1.985365868,2,1
4948,743_2,PAC 2014-29,2014,5,3,743,701008.3244,958123.4781,-130.5253333,53.5425333,-130.5259667,53.54238332,2,2.208175182,0.208175182,1,0
4949,743_6,PAC 2014-29,2014,5,3,743,700942.7307,958102.0108,-130.5253333,53.5425333,-130.5259667,53.54238332,3,2.573829174,0.426170826,6,1
4950,744_4,PAC 2014-29,2014,5,2,744,730504.9358,958553.9358,-130.0801167,53.56264998,-130.0800833,53.56239999,2,1.809908032,0.190091968,7,1
4951,744_6,PAC 2014-29,2014,5,2,744,730505.6651,958519.5097,-130.0801167,53.56264998,-130.0800833,53.56239999,1,0.97036612,0.02963388,3,1
4952,745_3,PAC 2014-29,2014,5,2,745,731400.3987,957251.2137,-130.0654,53.55125001,-130.0658667,53.55189997,13.43333333,12.8133297,0.891113536,5,1
4953,745_4,PAC 2014-29,2014,5,2,745,731393.8585,957269.4285,-130.0654,53.55125001,-130.0658667,53.55189997,9.8125,9.369868279,0.881850302,5,0
4954,745_5,PAC 2014-29,2014,5,2,745,731387.3182,957287.6433,-130.0654,53.55125001,-130.0658667,53.55189997,7.372093023,7.340027332,0.459076759,4,0
4955,745_6,PAC 2014-29,2014,5,2,745,731380.7779,957305.8581,-130.0654,53.55125001,-130.0658667,53.55189997,6,5.724002361,0.275997639,2,0
4956,745_7,PAC 2014-29,2014,5,2,745,731374.2377,957324.0729,-130.0654,53.55125001,-130.0658667,53.55189997,2.326530612,4.607464314,2.521261673,4,0
4957,746_4,PAC 2014-29,2014,5,2,746,723228.5734,960031.2083,-130.1917,53.57181664,-130.19085,53.57201665,15,17.20807266,2.208072662,1,0
4958,746_5,PAC 2014-29,2014,5,2,746,723247.1023,960037.3296,-130.1917,53.57181664,-130.19085,53.57201665,10.88235294,10.91361904,1.825940244,5,0
4959,746_6,PAC 2014-29,2014,5,2,746,723265.6311,960043.4508,-130.1917,53.57181664,-130.19085,53.57201665,5.875,4.937803745,0.937196255,3,0
4960,746_7,PAC 2014-29,2014,5,2,746,723284.16,960049.572,-130.1917,53.57181664,-130.19085,53.57201665,4,3.32220602,0.67779398,1,0
4961,746_8,PAC 2014-29,2014,5,2,746,723302.6889,960055.6932,-130.1917,53.57181664,-130.19085,53.57201665,1.2,2.930079699,1.730079699,3,0
4962,747_2,PAC 2014-29,2014,4,25,747,789758.8146,943226.5306,-129.1737167,53.45243333,-129.1736,53.45239998,14,17.12014008,3.120140076,1,0
4963,747_4,PAC 2014-29,2014,4,25,747,789786.7011,943211.5327,-129.1737167,53.45243333,-129.1736,53.45239998,3.939393939,4.547447681,2.016589324,2,1
4964,748_4,PAC 2014-29,2014,4,23,748,813022.0579,971239.9768,-128.8402,53.71231664,-128.8400667,53.71201668,8.035714286,8.81903553,2.341153009,5,1
4965,748_5,PAC 2014-29,2014,4,23,748,813025.7024,971223.3973,-128.8402,53.71231664,-128.8400667,53.71201668,-1.466666667,0.336227894,2.513233789,4,1
4966,749_2,PAC 2014-29,2014,4,23,749,808618.1237,970307.2119,-128.9061833,53.70215003,-128.9055167,53.70189997,9.857142857,11.22623062,1.369087764,2,0
4967,749_3,PAC 2014-29,2014,4,23,749,808633.1019,970296.8061,-128.9061833,53.70215003,-128.9055167,53.70189997,6.090909091,5.965689182,1.003119165,2,0
4968,749_5,PAC 2014-29,2014,4,23,749,808663.0583,970275.9945,-128.9061833,53.70215003,-128.9055167,53.70189997,2,2.446115017,0.446115017,1,1
4969,749_6,PAC 2014-29,2014,4,23,749,808678.0365,970265.5887,-128.9061833,53.70215003,-128.9055167,53.70189997,0,-0.072058067,0.072058067,2,1
4970,749_7,PAC 2014-29,2014,4,23,749,808693.0147,970255.1829,-128.9061833,53.70215003,-128.9055167,53.70189997,-1,-1.294212937,0.294212937,1,0
4971,749_8,PAC 2014-29,2014,4,23,749,808707.9929,970244.7771,-128.9061833,53.70215003,-128.9055167,53.70189997,-2.5,-2.199459076,0.566486359,5,0
4974,750_3,PAC 2014-29,2014,5,2,750,723267.3675,960969.7193,-130.1916,53.58031667,-130.1912833,53.58038336,6.448979592,4.379284859,2.069694733,3,0
4975,750_4,PAC 2014-29,2014,5,2,750,723284.2262,960974.6145,-130.1916,53.58031667,-130.1912833,53.58038336,0.032258065,1.457612157,1.425354092,2,1
4976,750_6,PAC 2014-29,2014,5,2,750,723317.9435,960984.4049,-130.1916,53.58031667,-130.1912833,53.58038336,-4,-4.670824051,0.670824051,2,0
4977,751_4,PAC 2014-29,2014,5,2,751,721120.2212,962497.4201,-130.22555,53.5927,-130.2252333,53.59301669,12,11.75206852,0.24793148,2,0
4978,751_5,PAC 2014-29,2014,5,2,751,721130.0363,962511.9519,-130.22555,53.5927,-130.2252333,53.59301669,10.375,11.66304016,1.288040161,3,0
4979,752_1,PAC 2014-29,2014,5,2,752,716660.8264,964867.032,-130.2954167,53.61149998,-130.2963167,53.61121667,2,1.626774788,0.373225212,1,0
4980,752_4,PAC 2014-29,2014,5,2,752,716608.4451,964843.1128,-130.2954167,53.61149998,-130.2963167,53.61121667,0.105263158,1.188056469,1.082793311,13,1
4981,753_1,PAC 2014-29,2014,5,3,753,698012.0593,964131.1509,-130.5766333,53.5947333,-130.57705,53.59486669,3.909090909,1.859406352,2.049684557,3,1
4982,753_7,PAC 2014-29,2014,5,3,753,697920.6687,964188.5123,-130.5766333,53.5947333,-130.57705,53.59486669,-0.245283019,0.537684858,0.782967877,4,1
4983,754_1,PAC 2014-29,2014,5,3,754,698770.8895,964546.6274,-130.5649,53.59848334,-130.5642666,53.59775003,3,3.603999853,0.603999853,1,1
4984,754_11,PAC 2014-29,2014,5,3,754,698845.9889,964372.8849,-130.5649,53.59848334,-130.5642666,53.59775003,0,-0.648019373,0.648019373,1,0
4985,754_3,PAC 2014-29,2014,5,3,754,698785.9094,964511.8789,-130.5649,53.59848334,-130.5642666,53.59775003,5,4.954449177,0.045550823,1,0
4986,754_4,PAC 2014-29,2014,5,3,754,698793.4193,964494.5046,-130.5649,53.59848334,-130.5642666,53.59775003,8.155555556,6.11747694,2.090290589,12,1
4987,754_5,PAC 2014-29,2014,5,3,754,698800.9293,964477.1304,-130.5649,53.59848334,-130.5642666,53.59775003,4,4.10377264,0.10377264,2,1
4988,754_6,PAC 2014-29,2014,5,3,754,698808.4392,964459.7561,-130.5649,53.59848334,-130.5642666,53.59775003,1.565217391,1.537902832,0.495056152,3,0
4989,755_1,PAC 2014-29,2014,5,8,755,730539.897,974398.9184,-130.0929167,53.70426668,-130.0916,53.70426668,12.2,11.70033169,0.779800987,3,0
4990,755_2,PAC 2014-29,2014,5,8,755,730557.8659,974397.8784,-130.0929167,53.70426668,-130.0916,53.70426668,9.222222222,8.774196625,0.620069292,3,0
4991,755_6,PAC 2014-29,2014,5,8,755,730629.7416,974393.7184,-130.0929167,53.70426668,-130.0916,53.70426668,6,6.062968731,0.062968731,1,0
4992,755_7,PAC 2014-29,2014,5,8,755,730647.7106,974392.6784,-130.0929167,53.70426668,-130.0916,53.70426668,3.333333333,5.823886871,2.490553538,3,1
4993,755_8,PAC 2014-29,2014,5,8,755,730665.6795,974391.6384,-130.0929167,53.70426668,-130.0916,53.70426668,-1.060606061,-3.600119114,2.636453874,7,0
4994,756_1,PAC 2014-29,2014,5,8,756,729594.3954,973759.8063,-130.1072333,53.69836667,-130.1072667,53.69861666,10.61538462,10.83198261,1.474462876,2,0
4995,756_2,PAC 2014-29,2014,5,8,756,729594.044,973776.9287,-130.1072333,53.69836667,-130.1072667,53.69861666,5.666666667,5.542625904,1.495263788,2,1
4996,756_3,PAC 2014-29,2014,5,8,756,729593.6926,973794.0511,-130.1072333,53.69836667,-130.1072667,53.69861666,1.034482759,-0.043819349,1.078302108,2,1
4997,756_4,PAC 2014-29,2014,5,8,756,729593.3411,973811.1735,-130.1072333,53.69836667,-130.1072667,53.69861666,-2.5,-0.149052992,2.350947008,2,1
4998,757_3,PAC 2014-29,2014,5,8,757,723994.3694,976371.441,-130.1944,53.71848335,-130.1943667,53.71853333,14,18.7140522,4.7140522,1,1
4999,758_1,PAC 2014-29,2014,5,8,758,723295.9176,983528.7407,-130.2111333,53.78191668,-130.2110833,53.7818833,11,8.976392746,2.023607254,1,0
5000,758_3,PAC 2014-29,2014,5,8,758,723320.3375,983497.5076,-130.2111333,53.78191668,-130.2110833,53.7818833,5.942857143,8.78619957,2.843342427,2,0
5001,759_2,PAC 2014-29,2014,4,28,759,761562.7254,954895.8487,-129.60775,53.54498336,-129.6076167,53.54506664,7.333333333,6.875911713,1.430656857,2,1
5002,759_3,PAC 2014-29,2014,4,28,759,761574.9112,954907.4514,-129.60775,53.54498336,-129.6076167,53.54506664,3,1.575060368,1.424939632,1,0
5003,759_4,PAC 2014-29,2014,4,28,759,761587.0969,954919.054,-129.60775,53.54498336,-129.6076167,53.54506664,-2.315789474,-2.797143459,1.221202976,3,1
5008,760_3,PAC 2014-29,2014,4,28,760,766146.0764,949937.3942,-129.53505,53.50251665,-129.5348667,53.5026,3.90625,2.516293049,2.805371791,3,1
5009,760_4,PAC 2014-29,2014,4,28,760,766162.4273,949948.6768,-129.53505,53.50251665,-129.5348667,53.5026,-2.724137931,-3.369999886,0.983103358,3,1
5010,761_4,PAC 2014-29,2014,4,28,761,771649.8449,944289.4298,-129.4479667,53.45433334,-129.4474167,53.45458333,12,15.33266544,3.332665443,1,0
5011,761_5,PAC 2014-29,2014,4,28,761,771664.3567,944299.4562,-129.4479667,53.45433334,-129.4474167,53.45458333,7.682926829,8.581110954,2.08734417,4,0
5012,761_6,PAC 2014-29,2014,4,28,761,771678.8684,944309.4826,-129.4479667,53.45433334,-129.4474167,53.45458333,-4,-7.806453228,3.806453228,1,0
5013,762_1,PAC 2014-29,2014,4,28,762,776397.988,938137.4103,-129.3715667,53.40169999,-129.3715167,53.40178334,7,6.996257305,1.649260409,3,0
5014,762_2,PAC 2014-29,2014,4,28,762,776404.8197,938154.0186,-129.3715667,53.40169999,-129.3715167,53.40178334,0,-1.656904221,1.656904221,1,1
5015,762_3,PAC 2014-29,2014,4,28,762,776411.6515,938170.6269,-129.3715667,53.40169999,-129.3715167,53.40178334,-3,-3.369999886,0.369999886,1,1
5016,763_3,PAC 2014-29,2014,5,2,763,713008.0221,968850.0226,-130.3539333,53.64521669,-130.3538667,53.64558334,8,7.741561413,0.258438587,1,0
5017,763_5,PAC 2014-29,2014,5,2,763,713014.3984,968887.494,-130.3539333,53.64521669,-130.3538667,53.64558334,6,6.250932693,0.250932693,1,0
5018,763_6,PAC 2014-29,2014,5,2,763,713017.5866,968906.2297,-130.3539333,53.64521669,-130.3538667,53.64558334,4.236842105,5.115862846,0.879020741,7,1
5053,838_3,PAC 2013-062,2013,9,12,838,782339.1916,922088.6443,-129.27115,53.26025,-129.2709333,53.26018333,2.3,1.469987154,2.806002569,3,1
5054,838_4,PAC 2013-062,2013,9,12,838,782355.06,922079.5083,-129.27115,53.26025,-129.2709333,53.26018333,-4,-6.914907455,2.914907455,1,0
5055,839_5,PAC 2013-062,2013,9,12,839,783238.922,922829.1496,-129.2586667,53.26735001,-129.2576833,53.26714999,9,13.72077274,4.720772743,1,1
5056,839_6,PAC 2013-062,2013,9,12,839,783255.7375,922822.537,-129.2586667,53.26735001,-129.2576833,53.26714999,4.551724138,3.070067406,2.145836501,3,0
5057,839_8,PAC 2013-062,2013,9,12,839,783289.3684,922809.3119,-129.2586667,53.26735001,-129.2576833,53.26714999,-1.660714286,-0.498955965,1.375596591,10,1
5066,841_4,PAC 2013-062,2013,9,13,841,725083.8891,955472.3283,-130.159,53.53224999,-130.1593833,53.53201666,13,12.98331356,1,2,1
5067,841_5,PAC 2013-062,2013,9,13,841,725070.0829,955459.7224,-130.159,53.53224999,-130.1593833,53.53201666,6.28,8.421629906,2.419247551,3,0
5068,842_4,PAC 2013-062,2013,9,13,842,723531.7741,956765.2397,-130.1836333,53.54301669,-130.1840167,53.54268335,13.25,14.2188158,1.619802634,2,0
5069,843_3,PAC 2013-062,2013,9,13,843,719673.4956,959975.9924,-130.2449667,53.56953335,-130.2453833,53.5691,13,17.19856262,4.198562622,1,0
5070,843_4,PAC 2013-062,2013,9,13,843,719663.6331,959960.8577,-130.2449667,53.56953335,-130.2453833,53.5691,8.387755102,5.439606667,2.948148435,5,1
5071,843_6,PAC 2013-062,2013,9,13,843,719643.9082,959930.5884,-130.2449667,53.56953335,-130.2453833,53.5691,5,4.99189806,0.00810194,2,0
5072,844_10,PAC 2013-062,2013,9,15,844,711963.2711,969267.0505,-130.3720167,53.64885,-130.37005,53.64839999,3,2.939296961,0.060703039,2,1
5073,844_11,PAC 2013-062,2013,9,15,844,711980.1051,969259.3067,-130.3720167,53.64885,-130.37005,53.64839999,2,2.163058996,0.163058996,1,0
5074,844_12,PAC 2013-062,2013,9,15,844,711996.9391,969251.5629,-130.3720167,53.64885,-130.37005,53.64839999,-0.684210526,1.553323865,2.237534391,5,1
5075,844_3,PAC 2013-062,2013,9,15,844,711845.4328,969321.2572,-130.3720167,53.64885,-130.37005,53.64839999,9.225806452,7.865343571,1.360462881,17,1
5076,844_4,PAC 2013-062,2013,9,15,844,711862.2669,969313.5134,-130.3720167,53.64885,-130.37005,53.64839999,6,6.458373547,0.458373547,1,1
5077,844_5,PAC 2013-062,2013,9,15,844,711879.1009,969305.7696,-130.3720167,53.64885,-130.37005,53.64839999,7,6.582634926,0.417365074,1,0
5078,844_9,PAC 2013-062,2013,9,15,844,711946.437,969274.7943,-130.3720167,53.64885,-130.37005,53.64839999,4,3.913656235,0.086343765,1,0
5079,845_5,PAC 2013-062,2013,9,15,845,710358.2417,970847.586,-130.39635,53.66163336,-130.3961,53.66165002,10,11.96243191,1.962431908,1,0
5080,846_13,PAC 2013-062,2013,9,15,846,712728.9834,968327.1452,-130.3605167,53.64078331,-130.3579333,53.64046669,4.054054054,5.754552841,1.806638099,4,0
5081,846_6,PAC 2013-062,2013,9,15,846,712602.2495,968361.6786,-130.3605167,53.64078331,-130.3579333,53.64046669,14.73913043,14.02325535,0.728008312,4,1
5082,846_7,PAC 2013-062,2013,9,15,846,712620.3543,968356.7452,-130.3605167,53.64078331,-130.3579333,53.64046669,12.06015038,12.46104908,0.465734905,17,1
5083,846_8,PAC 2013-062,2013,9,15,846,712638.4592,968351.8119,-130.3605167,53.64078331,-130.3579333,53.64046669,11,11.21203136,0.212031364,7,1
5084,846_9,PAC 2013-062,2013,9,15,846,712656.564,968346.8786,-130.3605167,53.64078331,-130.3579333,53.64046669,10,8.806005478,1.193994522,2,0
5085,847_4,PAC 2013-062,2013,9,16,847,728327.8866,953385.8489,-130.10835,53.51526667,-130.1085167,53.51503334,10.34615385,9.563015938,2.105689856,3,0
5086,847_6,PAC 2013-062,2013,9,16,847,728312.8508,953355.3982,-130.10835,53.51526667,-130.1085167,53.51503334,2.666666667,5.346164703,2.679498037,3,1
5087,848_12,PAC 2013-062,2013,9,16,848,716079.9577,965257.5066,-130.3055667,53.61343333,-130.3031833,53.61571668,5,5.024180412,0.024180412,1,0
5088,848_15,PAC 2013-062,2013,9,16,848,716113.4626,965305.0472,-130.3055667,53.61343333,-130.3031833,53.61571668,6,5.880339146,0.119660854,1,1
5089,848_16,PAC 2013-062,2013,9,16,848,716124.6309,965320.8941,-130.3055667,53.61343333,-130.3031833,53.61571668,4,4.184617043,0.184617043,1,0
5090,848_19,PAC 2013-062,2013,9,16,848,716158.1359,965368.4348,-130.3055667,53.61343333,-130.3031833,53.61571668,1,2.447850466,1.447850466,1,1
5091,848_2,PAC 2013-062,2013,9,16,848,715968.2745,965099.0377,-130.3055667,53.61343333,-130.3031833,53.61571668,12.5,12.16932106,0.5,4,0
5092,848_3,PAC 2013-062,2013,9,16,848,715979.4428,965114.8846,-130.3055667,53.61343333,-130.3031833,53.61571668,11,11.15367699,0.153676987,1,0
5093,848_4,PAC 2013-062,2013,9,16,848,715990.6111,965130.7315,-130.3055667,53.61343333,-130.3031833,53.61571668,10,9.436393738,0.563606262,1,0
5094,848_5,PAC 2013-062,2013,9,16,848,716001.7794,965146.5784,-130.3055667,53.61343333,-130.3031833,53.61571668,8.428571429,8.940676689,0.562953813,5,0
5095,848_6,PAC 2013-062,2013,9,16,848,716012.9477,965162.4253,-130.3055667,53.61343333,-130.3031833,53.61571668,7,6.622869968,0.377130032,4,0
5096,848_8,PAC 2013-062,2013,9,16,848,716035.2844,965194.119,-130.3055667,53.61343333,-130.3031833,53.61571668,3,3.087246418,0.087246418,1,0
5097,849_12,PAC 2013-062,2013,9,16,849,717893.6441,964239.234,-130.2777333,53.60546665,-130.27575,53.60670001,1,1.10854876,0.10854876,4,0
5098,849_16,PAC 2013-062,2013,9,16,849,717952.1812,964293.7563,-130.2777333,53.60546665,-130.27575,53.60670001,0,0.335143834,0.335143834,2,0
5099,849_3,PAC 2013-062,2013,9,16,849,717761.9356,964116.5586,-130.2777333,53.60546665,-130.27575,53.60670001,10.72727273,8.855609894,1.871662833,7,1
5100,849_4,PAC 2013-062,2013,9,16,849,717776.5698,964130.1892,-130.2777333,53.60546665,-130.27575,53.60670001,8,8.336029053,0.336029053,1,0
5101,849_6,PAC 2013-062,2013,9,16,849,717805.8384,964157.4504,-130.2777333,53.60546665,-130.27575,53.60670001,5.5,5.9998312,0.5,2,0
5102,849_7,PAC 2013-062,2013,9,16,849,717820.4727,964171.081,-130.2777333,53.60546665,-130.27575,53.60670001,3,3.248165846,0.248165846,1,0
5103,849_8,PAC 2013-062,2013,9,16,849,717835.107,964184.7116,-130.2777333,53.60546665,-130.27575,53.60670001,2,1.861487627,0.138512373,3,0
5106,850_3,PAC 2013-062,2013,9,16,850,716264.5076,964499.8547,-130.3006833,53.6081,-130.3000333,53.60863336,12.92592593,14.87168026,1.945754334,3,0
5107,850_4,PAC 2013-062,2013,9,16,850,716276.4634,964514.4772,-130.3006833,53.6081,-130.3000333,53.60863336,9.069767442,8.197259903,1.037655365,5,1
5108,850_5,PAC 2013-062,2013,9,16,850,716288.4192,964529.0998,-130.3006833,53.6081,-130.3000333,53.60863336,6.2,6.303222179,0.381933308,3,0
5109,850_6,PAC 2013-062,2013,9,16,850,716300.3749,964543.7224,-130.3006833,53.6081,-130.3000333,53.60863336,5,5.534798145,0.534798145,1,0
5110,850_8,PAC 2013-062,2013,9,16,850,716324.2865,964572.9676,-130.3006833,53.6081,-130.3000333,53.60863336,0.944444444,3.612455845,2.6680114,4,1
5111,851_2,PAC 2013-062,2013,9,16,851,721897.9802,961820.5394,-130.21295,53.58729998,-130.2126833,53.58758335,13.06666667,11.81468868,1.251977984,2,1
5112,851_3,PAC 2013-062,2013,9,16,851,721908.5807,961837.1605,-130.21295,53.58729998,-130.2126833,53.58758335,9.6,8.648182869,0.951817131,2,1
5113,851_4,PAC 2013-062,2013,9,16,851,721919.1812,961853.7816,-130.21295,53.58729998,-130.2126833,53.58758335,5.2,4.14008522,1.171982956,2,0
5114,851_5,PAC 2013-062,2013,9,16,851,721929.7816,961870.4028,-130.21295,53.58729998,-130.2126833,53.58758335,3,2.622929811,0.377070189,2,0
5115,851_6,PAC 2013-062,2013,9,16,851,721940.3821,961887.0239,-130.21295,53.58729998,-130.2126833,53.58758335,-1.066666667,1.800921679,2.867588345,2,0
5116,852_3,PAC 2013-062,2013,9,17,852,729186.7971,956977.1815,-130.0987167,53.54766668,-130.0979833,53.54800002,11,11.66590691,1,2,0
5117,852_4,PAC 2013-062,2013,9,17,852,729203.0896,956988.2455,-130.0987167,53.54766668,-130.0979833,53.54800002,13.6,13.4824419,0.50351162,2,0
5118,852_5,PAC 2013-062,2013,9,17,852,729219.3821,956999.3096,-130.0987167,53.54766668,-130.0979833,53.54800002,5.31372549,5.4172225,1.606154657,8,1
5119,852_6,PAC 2013-062,2013,9,17,852,729235.6746,957010.3737,-130.0987167,53.54766668,-130.0979833,53.54800002,-3,-3.90823245,0.90823245,1,0
5120,853_2,PAC 2013-062,2013,9,17,853,722709.1033,960174.2886,-130.1992333,53.57304999,-130.199,53.57351665,10.41176471,11.10527325,1.535604309,2,0
5121,853_3,PAC 2013-062,2013,9,17,853,722715.0819,960190.8129,-130.1992333,53.57304999,-130.199,53.57351665,6,5.88919735,0.11080265,1,1
5122,853_5,PAC 2013-062,2013,9,17,853,722727.0393,960223.8614,-130.1992333,53.57304999,-130.199,53.57351665,2.794871795,3.701209545,1.059563625,4,1
5123,853_6,PAC 2013-062,2013,9,17,853,722733.018,960240.3857,-130.1992333,53.57304999,-130.199,53.57351665,-1.770833333,-3.369999886,1.599166552,4,1
5124,854_2,PAC 2013-062,2013,9,17,854,723891.3529,959186.9281,-130.1805667,53.56481667,-130.1806,53.56536668,12,13.64102745,1.641027451,1,0
5125,854_3,PAC 2013-062,2013,9,17,854,723891.8052,959206.4511,-130.1805667,53.56481667,-130.1806,53.56536668,11,10.25132847,0.748671532,1,1
5126,854_4,PAC 2013-062,2013,9,17,854,723892.2575,959225.9741,-130.1805667,53.56481667,-130.1806,53.56536668,7.818181818,6.848394394,0.969787424,5,1
5127,854_5,PAC 2013-062,2013,9,17,854,723892.7099,959245.4971,-130.1805667,53.56481667,-130.1806,53.56536668,3.75,5.080975533,1.330975533,2,1
5128,855_1,PAC 2013-062,2013,9,17,855,728290.9099,958851.8252,-130.1136,53.56428331,-130.11265,53.56554998,10,10.00951195,0.009511948,3,0
5129,855_11,PAC 2013-062,2013,9,17,855,728376.5662,959017.9396,-130.1136,53.56428331,-130.11265,53.56554998,4,3.877501249,0.122498751,1,1
5130,855_15,PAC 2013-062,2013,9,17,855,728410.8287,959084.3853,-130.1136,53.56428331,-130.11265,53.56554998,2.1,3.327018261,1.227018261,5,0
5131,855_2,PAC 2013-062,2013,9,17,855,728299.4756,958868.4367,-130.1136,53.56428331,-130.11265,53.56554998,12,11.29535294,0.704647064,3,0
5132,855_3,PAC 2013-062,2013,9,17,855,728308.0412,958885.0481,-130.1136,53.56428331,-130.11265,53.56554998,11,11.23831081,0.238310814,2,0
5133,855_5,PAC 2013-062,2013,9,17,855,728325.1724,958918.271,-130.1136,53.56428331,-130.11265,53.56554998,8.4375,8.933850288,0.554231286,3,0
5134,855_6,PAC 2013-062,2013,9,17,855,728333.7381,958934.8824,-130.1136,53.56428331,-130.11265,53.56554998,7,6.982367039,0.017632961,7,1
5135,855_7,PAC 2013-062,2013,9,17,855,728342.3037,958951.4938,-130.1136,53.56428331,-130.11265,53.56554998,6,6.382471085,0.382471085,1,0
5136,855_9,PAC 2013-062,2013,9,17,855,728359.4349,958984.7167,-130.1136,53.56428331,-130.11265,53.56554998,5,5.298003674,0.298003674,1,0
5137,856_1,PAC 2013-062,2013,9,17,856,726672.9626,959302.3029,-130.1386167,53.56749999,-130.13855,53.56829999,8.058823529,7.248832226,1.00027477,5,1
5138,856_3,PAC 2013-062,2013,9,17,856,726676.832,959338.0656,-130.1386167,53.56749999,-130.13855,53.56829999,6,6.039280415,0.039280415,1,0
5139,856_4,PAC 2013-062,2013,9,17,856,726678.7667,959355.947,-130.1386167,53.56749999,-130.13855,53.56829999,4,3.905937433,0.094062567,1,0
5140,856_5,PAC 2013-062,2013,9,17,856,726680.7014,959373.8283,-130.1386167,53.56749999,-130.13855,53.56829999,3,2.958896399,0.041103601,2,0
5141,856_6,PAC 2013-062,2013,9,17,856,726682.636,959391.7097,-130.1386167,53.56749999,-130.13855,53.56829999,1.769230769,2.779082298,1.009851529,4,0
5142,857_10,PAC 2013-062,2013,9,19,857,779780.5148,923982.8108,-129.3086833,53.27596668,-129.312,53.27621667,3,3.251302719,0.251302719,3,0
5143,857_11,PAC 2013-062,2013,9,19,857,779761.2426,923986.1682,-129.3086833,53.27596668,-129.312,53.27621667,2,2.176971912,0.176971912,2,0
5144,857_12,PAC 2013-062,2013,9,19,857,779741.9704,923989.5256,-129.3086833,53.27596668,-129.312,53.27621667,1,0.694523156,0.305476844,1,0
5145,857_13,PAC 2013-062,2013,9,19,857,779722.6982,923992.8829,-129.3086833,53.27596668,-129.312,53.27621667,0,-0.519323111,0.519323111,1,0
5146,857_14,PAC 2013-062,2013,9,19,857,779703.426,923996.2403,-129.3086833,53.27596668,-129.312,53.27621667,-1,-1.022794485,0.022794485,1,0
5147,857_4,PAC 2013-062,2013,9,19,857,779896.148,923962.6666,-129.3086833,53.27596668,-129.312,53.27621667,13.8,14.3117981,1.062359619,2,0
5148,857_5,PAC 2013-062,2013,9,19,857,779876.8758,923966.024,-129.3086833,53.27596668,-129.312,53.27621667,11.46153846,11.48714352,0.49901104,2,1
5149,857_6,PAC 2013-062,2013,9,19,857,779857.6036,923969.3814,-129.3086833,53.27596668,-129.312,53.27621667,9.533333333,9.236132622,0.517591159,2,1
